page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
11,34,BODY,2′2,7,5.44,120.33,3,254.23,666.61,374.56,672.06,FALSE,FALSE
11,35,BODY,′2,7,5.44,63.74,2,212.56,686.17,276.3,691.61,FALSE,FALSE
11,36,BODY,"andhence|Σ|=|Σ|=4πQ(Σ).Inparticular,Σisarea-minimizingand attainsthelowerboundin(3.2).Thus,asinthecaseΛ>0,wemayapply Proposition4toclassifythetopologyofΣandProposition6toobtainthe desiredlocalsplitting.Theglobalextensionthenfollowsfromthesame continuityargument. □",10,57.81,358.66,264,118.31,690.13,476.97,747.93,FALSE,FALSE
12,0,BODY,12,7,3.99,8.47,2,118.31,103.14,126.78,107.12,FALSE,FALSE
12,1,BODY,T.CRUZANDA.MENDES,7,3.99,108.01,17,243.63,103.14,351.64,107.12,FALSE,FALSE
12,2,BODY,"Afundamentaltoolintheproofofournexttheoremistheclassicalresult ofMeeks-Simon-Yau[27],whichassertstheexistenceofanarea-minimizing surfaceintheisotopyclassofaconnected,incompressiblesurfaceΣ⊂M, assumingthatMisanirreducible,closedRiemannian3-manifold.This resultremainsvalidwhen∂M̸=∅,providedthatthemeancurvatureof∂M withrespecttotheoutward-pointingnormalvectorisnonnegative,thatis, ∂Misweaklymean-convex(seeSection6of[27]).Wealsopointoutthat HassandScott[21]gaveanalternativeproofofthisresultwithoutresorting toGeometricMeasureTheory(cf.Theorem5.1in[21]). Wearenowreadytoprovethesecondmaintheorem. ProofofTheorem2.Wedividetheproofintotwocases: Case1:inf|E|>|Λ|andH2(M,Σ)=0. Assumethat",9.99,171.38,358.66,682,118.31,127.05,476.97,298.43,FALSE,FALSE
12,3,BODY,2,7,3.99,4.23,1,193.52,276.07,197.75,280.05,FALSE,FALSE
12,4,BODY,() √ 2π |Σ|≤1+4|Λ|Q(Σ)−1. |Λ|,10,27.04,157.87,29,218.7,300.8,376.57,327.85,FALSE,FALSE
12,5,BODY,2,7,3.99,4.23,1,343.51,309.76,347.74,313.75,FALSE,FALSE
12,6,BODY,′,7,5.44,2.3,1,305.49,333.08,307.79,338.53,FALSE,FALSE
12,7,BODY,"AsintheproofofTheorem1,letΣ⊂Mbeaclosed,connectedarea- minimizingminimalsurfaceinthehomologyclassofΣ.NotethatΣis topologicallya2-sphere,sinceRg≥2Λ+2|E|>0. ItfollowsfromProposition4that √ 2π ()() |Λ| √ 1+4|Λ|Q(Σ)−1≥|Σ|≥|Σ|≥1+4|Λ|Q(Σ)−1, thatis,",9.99,89.68,358.66,242,118.31,337.04,476.97,426.73,FALSE,FALSE
12,8,BODY,′,7,5.44,2.3,1,462,346.03,464.3,351.48,FALSE,FALSE
12,9,BODY,2,7,3.99,4.23,1,338.73,358.99,342.96,362.97,FALSE,FALSE
12,10,BODY,2π |Λ|,10,22.31,13.64,6,334.47,390.58,348.11,412.89,FALSE,FALSE
12,11,BODY,2′,7,5.44,86.27,2,228.93,393.45,315.2,398.9,FALSE,FALSE
12,12,BODY,2,7,3.99,4.23,1,429.6,394.8,433.83,398.79,FALSE,FALSE
12,13,BODY,() √ 2π |Σ|=|Σ|=1+4|Λ|Q(Σ)−1. |Λ|,10,27.04,189.15,33,203.06,431.22,392.21,458.27,FALSE,FALSE
12,14,BODY,′,7,5.44,2.3,1,242.46,438.83,244.75,444.27,FALSE,FALSE
12,15,BODY,2,7,3.99,4.23,1,359.15,440.18,363.38,444.17,FALSE,FALSE
12,16,BODY,"TheargumentthenproceedssimilarlytotheproofofTheorem1. Case2:Σisincompressible,andMisirreducibleanddoesnot containanyclosednon-orientableembeddedsurfaces. DenotebyJ(Σ)theisotopyclassofΣinM.Underourassumptions,we canapplytheversionofTheorem5.1in[21](seealso[27])for3-manifolds withnonemptyboundarytoobtainaclosedembeddedsurfaceΣ∈J(Σ) suchthat",10,87.7,358.66,340,118.31,466.65,476.97,554.34,FALSE,FALSE
12,17,BODY,′,7,5.44,2.3,1,433.12,531.98,435.42,537.42,FALSE,FALSE
12,18,BODY,′,7,5.44,2.3,1,267.67,557.34,269.97,562.78,FALSE,FALSE
12,19,BODY,|Σ|=inf|Σ̂|.,10,7.45,81.75,12,256.76,561.84,338.51,569.29,FALSE,FALSE
12,20,BODY,Σ̂∈J(Σ),7,5.44,31.68,7,288.04,571.21,319.73,576.65,FALSE,FALSE
12,21,BODY,′ ′,7,22.38,9.05,3,229.86,581.98,238.91,604.36,FALSE,FALSE
12,22,BODY,"Moreover,sinceΣandΣarediffeomorphicandhomologous,wehave",10,5.45,332.43,55,118.31,585.94,450.74,591.4,FALSE,FALSE
12,23,BODY,′,7,5.44,2.3,1,333.44,598.92,335.73,604.36,FALSE,FALSE
12,24,BODY,"g(Σ)=g(Σ)andQ(Σ)=Q(Σ).(4.1) Ontheotherhand,sincetheboundary∂Misweaklymean-convex,the maximumprincipleimpliesthateitherΣiscontainedintheinteriorofM oritcoincideswithoneoftheconnectedcomponentsof∂M.Inanycase, itfollowsfromProposition4that",10,61.8,358.66,236,118.31,603.42,476.97,665.22,FALSE,FALSE
12,25,BODY,′,7,5.44,2.3,1,314.55,629.91,316.85,635.35,FALSE,FALSE
12,26,BODY,) |Σ|≥(g(Σ)−1)+(g(Σ)−1)+4|Λ|Q(Σ).,10,20.36,261.14,33,167.07,669.72,428.21,690.08,FALSE,FALSE
12,27,BODY,( 2π |Λ|,10,27.04,21.35,8,199.55,669.72,220.89,696.76,FALSE,FALSE
12,28,BODY,√,10,20.36,10.91,1,286.15,671.92,297.06,692.27,FALSE,FALSE
12,29,BODY,′′′2′2,7,6.8,240.18,6,177.98,677.32,418.16,684.12,FALSE,FALSE
13,0,BODY,AREA-CHARGEINEQUALITIESANDRIGIDITYOFINITIALDATASETS13,7,3.99,330.89,53,146.07,103.14,476.97,107.12,FALSE,FALSE
13,1,BODY,′,7,5.44,2.3,1,321.92,123.09,324.22,128.53,FALSE,FALSE
13,2,BODY,"Using(4.1)togetherwiththefactthatΣisarea-minimizing,weconclude that",10,18.41,358.66,67,118.31,127.05,476.97,145.45,FALSE,FALSE
13,3,BODY,) |Σ|≥(g(Σ)−1)+(g(Σ)−1)+4|Λ|Q(Σ).,10,20.36,249.95,33,172.66,147.83,422.62,168.19,FALSE,FALSE
13,4,BODY,( 2π |Λ|,10,27.04,21.35,8,202.34,147.83,223.69,174.87,FALSE,FALSE
13,5,BODY,"√ Furthermore,ifequalityholds,then",10,38.68,178.75,34,118.31,150.03,297.06,188.71,FALSE,FALSE
13,6,BODY,22,7,3.99,66.38,2,346.19,156.79,412.57,160.77,FALSE,FALSE
13,7,BODY,( 2π |Λ|,10,27.04,21.35,8,217.98,193.21,239.33,220.25,FALSE,FALSE
13,8,BODY,) |Σ|=|Σ|=(g(Σ)−1)+(g(Σ)−1)+4|Λ|Q(Σ).,10,20.36,281.23,37,157.02,193.21,438.26,213.56,FALSE,FALSE
13,9,BODY,√,10,20.36,10.91,1,301.79,195.4,312.7,215.76,FALSE,FALSE
13,10,BODY,′,7,5.44,2.3,1,196.42,200.81,198.71,206.25,FALSE,FALSE
13,11,BODY,22,7,3.99,66.38,2,361.83,202.16,428.21,206.15,FALSE,FALSE
13,12,BODY,"Thedesiredconclusionthenfollowssimilarlytotherigiditystatementin Theorem1(seealsotheproofofTheorem5in[31]).□ 4.2.Noncompactcase:Theorem3.Beforeprovingthenextresult,we recallsomefactsaboutµ-bubblesinoursetting. Let(M,g)beacomplete,noncompact,orientableRiemannian3-manifold withconnectedcompactboundary∂M.Byanargumentsimilartotheproof ofLemma2.1in[36](seealsotheproofofProposition1.3in[37]),there existsaproper,surjective,smoothfunctionϕ:M→[0,+∞)satisfying",10,104.59,360.63,454,118.31,228.63,478.94,333.22,FALSE,FALSE
13,13,BODY,3,7,3.99,4.23,1,164.61,282.95,168.85,286.94,FALSE,FALSE
13,14,BODY,-1,7,5.44,10.82,2,260.38,339.16,271.2,344.6,FALSE,FALSE
13,15,BODY,∂M=ϕ(0)andLipϕ<1.,10,5.45,152.94,17,221.17,343.66,374.11,349.12,FALSE,FALSE
13,16,BODY,"Givenasmoothfunctionh:[0,T)→R,wedefinethefunctional",10,7.45,308.25,51,130.27,361.76,438.51,369.21,FALSE,FALSE
13,17,BODY,∫,10,20.36,6.06,1,310.14,370.01,316.2,390.37,FALSE,FALSE
13,18,BODY,h2∗3,7,5.44,163.39,4,218.98,380.36,382.37,385.8,FALSE,FALSE
13,19,BODY,µ(Ω)=H(∂Ω)−h◦ϕdH,10,7.45,165.63,16,212.41,384.86,378.03,392.31,FALSE,FALSE
13,20,BODY,M\Ω,7,5.44,19.33,3,316.2,394.75,335.54,400.2,FALSE,FALSE
13,21,BODY,∗,7,5.44,4.23,1,423.84,405.99,428.07,411.43,FALSE,FALSE
13,22,BODY,"ontheclassofCaccioppolisetsΩ⊂Mwithreducedboundary∂Ω,subject tothecondition",10,18.41,358.65,74,118.31,409.94,476.96,428.35,FALSE,FALSE
13,23,BODY,-1,7,5.44,10.82,2,298.99,435.88,309.81,441.32,FALSE,FALSE
13,24,BODY,"M\Ω⋐ϕ([0,T)).",10,7.45,99.3,13,247.99,440.38,347.29,447.83,FALSE,FALSE
13,25,BODY,"ForareferenceonCaccioppolisets,see[16]. LetΩ(t)beasmoothone-parameterfamilyofregionswithΩ(0)=Ωand normalspeedφatt=0.Thefirstvariationofµisgivenby",10,31.62,358.65,145,118.31,458.47,476.96,490.1,FALSE,FALSE
13,26,BODY,h,7,3.99,4.88,1,352.71,480.68,357.59,484.67,FALSE,FALSE
13,27,BODY,∣∫ d∣ ∣h ∣ dt t=0∂Ω,9.25,39.99,101.22,19,214.86,492.29,316.08,532.29,FALSE,FALSE
13,28,BODY,"µ(Ω(t))=(H−h◦ϕ)φ,",10,7.45,137.92,17,243.69,508.11,381.61,515.56,FALSE,FALSE
13,29,BODY,"whereHisthemeancurvatureof∂Ωwithrespecttotheoutward-pointing unitnormalvectorfieldNalong∂Ω. Sinceφisarbitrary,ifΩiscriticalforµ,weconcludethatH=h◦ϕ along∂Ω.Inthiscase,wesaythatΩisaµ-bubble,and∂Ωisasurfacewith prescribedmeancurvatureh◦ϕ|∂Ω. Givenaµ-bubbleΩ(0)=Ω,thesecondvariationformulaforµisgiven by ∣∫ d∣ 2∣ dt whereRicgistheRiccitensorof(M,g),andAisthesecondfundamental 2 ∣h222 t=0∂Ω µ(Ω(t))=|∇φ|−(Ricg(N,N)+|A|+⟨∇(h◦ϕ),N⟩)φ,(4.2) formof∂Ω⊂(M,g). Wesaythataµ-bubbleΩisstableifthesecondvariationofµisnon- negativeforallnormalvariationsΩ(t)ofΩ,i.e.,iftheright-handsideof (4.2)isnonnegativeforallsmoothfunctionsφ.",9.49,185.44,358.66,613,118.31,532.08,476.97,717.52,FALSE,FALSE
13,30,BODY,h,7,3.99,4.88,1,327.66,554.02,332.54,558.01,FALSE,FALSE
13,31,BODY,h,7,3.99,4.88,1,432.16,593.14,437.04,597.13,FALSE,FALSE
13,32,BODY,3,7,3.99,4.23,1,293.09,655.71,297.33,659.69,FALSE,FALSE
13,33,BODY,3,7,3.99,4.23,1,201.36,668.98,205.59,672.97,FALSE,FALSE
13,34,BODY,h,7,3.99,4.88,1,434.84,682.2,439.72,686.19,FALSE,FALSE
14,0,BODY,14,7,3.99,8.47,2,118.31,103.14,126.78,107.12,FALSE,FALSE
14,1,BODY,T.CRUZANDA.MENDES,7,3.99,108.01,17,243.63,103.14,351.64,107.12,FALSE,FALSE
14,2,BODY,RecallthatabandisaconnectedcompactmanifoldM̂togetherwitha decompositionofitsboundary:,10,18.41,358.65,85,118.31,127.42,476.96,145.82,FALSE,FALSE
14,3,BODY,"∂M̂=∂−∪̇∂+,",9.33,7.45,72.41,11,261.43,158.35,333.84,165.8,FALSE,FALSE
14,4,BODY,"where∂−and∂+arenonemptyunionsofconnectedcomponentsof∂M̂. Definition7.Let(M̂,ĝ,∂−,∂+)beaRiemannianband.Asmoothfunction b:int(M̂)→Rissaidtosatisfythebarrierconditionif,foreachconnected componentS⊂∂+(resp.,S⊂∂−),either:",9.9,54.73,358.66,217,118.31,176.68,476.97,231.41,FALSE,FALSE
14,5,BODY,"•bsmoothlyextendstoSandsatisfiesHS≥b|S(resp.,HS≥−b|S), whereHSisthemeancurvatureofSwithrespecttotheoutward normal;or •b→−∞(resp.,b→+∞)towardsS. TheexistenceandregularityofaminimizerforµamongCaccioppolisets, assumingthebarriercondition(andinfactforamoregeneralfunctional), wereinitiallyclaimedbyGromov(seeSection5.1of[20]).Arigorousproof anddetailedexpositionwerelaterprovidedbyZhu[35,Proposition2.1]and byChodoshandLi[9,Proposition12]. ProofofTheorem3.Letϕ:M→[0,+∞)beasabove. Accordingto[36,Lemma2.3](seealsotheproofofProposition1.3in[37]), foranyε∈(0,1),wecanconstructasmoothfunctionhε:[0,)→(−∞,0] suchthat:",9.97,173.79,358.66,608,118.31,239.18,476.97,412.97,FALSE,FALSE
14,6,BODY,h,7,3.99,4.88,1,356.48,293.77,361.36,297.75,FALSE,FALSE
14,7,BODY,1 3ε,7,12.04,8.15,4,409.44,390.27,417.59,402.32,FALSE,FALSE
14,8,BODY,•hεsatisfies,9.73,7.45,61.31,12,144.2,422.74,205.52,430.19,FALSE,FALSE
14,9,BODY,[),10,20.36,31.55,2,337.61,435.48,369.16,455.83,FALSE,FALSE
14,10,BODY,"3 h+2h=6εon, 2",10,20.32,124.5,14,227.31,436.93,351.81,457.25,FALSE,FALSE
14,11,BODY,2′211 εε63ε,7,12.25,122.73,11,240.24,439.81,362.97,452.06,FALSE,FALSE
14,12,BODY,and,10,5.45,17.58,3,154.64,464.9,172.22,470.36,FALSE,FALSE
14,13,BODY,"∣∣ ∣3∣ ∣2′∣ h+2h≤Cε, ∣εε∣ 2 whereC>0isauniversalconstant; •hε(0)=0,h<0,and",9.6,59.69,196.87,74,144.21,470.43,341.07,530.12,FALSE,FALSE
14,14,BODY,′ ε,7,10.64,3.91,3,212.23,518.71,216.14,529.35,FALSE,FALSE
14,15,BODY,limhε(t)=−∞;,9.75,7.45,80.02,12,259.11,540.15,339.13,547.6,FALSE,FALSE
14,16,BODY,1 t→ 3ε,5.67,9.37,19.88,7,256.15,545.82,276.03,555.2,FALSE,FALSE
14,17,BODY,"•asε→0,hεconvergessmoothlytothezerofunctiononanyclosed intervalcontainedin[0,).",9.97,18.41,332.77,79,144.21,566.41,476.97,584.81,FALSE,FALSE
14,18,BODY,1 3ε 1 3ε,7,28.5,9.6,9,270.71,575.06,280.32,603.56,FALSE,FALSE
14,19,BODY,"Letε∈(0,1)besuchthatisaregularvalueofϕ,anddefinethe followingprescribed-mean-curvaturefunctional:",10,18.41,358.66,97,118.31,595.81,476.97,614.22,FALSE,FALSE
14,20,BODY,∫,10,20.36,6.06,1,307.45,616.41,313.52,636.77,FALSE,FALSE
14,21,BODY,ε2∗3,7,5.44,166.83,4,217.26,626.76,384.09,632.2,FALSE,FALSE
14,22,BODY,µ(Ω)=H(∂Ω)−hε◦ϕdH,9.82,7.45,169.07,17,210.69,631.26,379.75,638.71,FALSE,FALSE
14,23,BODY,M\Ω,7,5.44,19.33,3,313.52,641.16,332.85,646.6,FALSE,FALSE
14,24,BODY,∗,7,5.44,4.23,1,436.71,652.39,440.94,657.83,FALSE,FALSE
14,25,BODY,"ontheclassCεofCaccioppolisetsinM,withreducedboundary∂Ω,such that",9.97,18.41,358.65,64,118.31,656.34,476.96,674.75,FALSE,FALSE
14,26,BODY,"([]) M\Ω⋐ϕ0,. ([]) Mε=ϕ0,,",9.89,53.06,105.28,26,245,673.41,350.28,726.47,FALSE,FALSE
14,27,BODY,−11 3ε,7,12.25,40.51,6,296,677.74,336.51,689.99,FALSE,FALSE
14,28,BODY,"Foreachε,definetheRiemannianband",10,5.45,190.57,32,130.26,697.47,320.84,702.92,FALSE,FALSE
14,29,BODY,−11 3ε,7,12.25,40.51,6,288.52,710.45,329.02,722.7,FALSE,FALSE
15,0,BODY,AREA-CHARGEINEQUALITIESANDRIGIDITYOFINITIALDATASETS15,7,3.99,330.89,53,146.07,103.14,476.97,107.12,FALSE,FALSE
15,1,BODY,withboundarydecomposition,10,5.45,142.21,25,118.31,127.05,260.52,132.5,FALSE,FALSE
15,2,BODY,"() ∂−=ϕ(0)=∂M,∂+=ϕ.",9.81,20.36,175.85,19,209.71,135.7,385.56,156.05,FALSE,FALSE
15,3,BODY,−1−11 3ε,7,12.25,132.71,8,243.63,140.03,376.34,152.28,FALSE,FALSE
15,4,BODY,"Notethateachhε◦ϕ,restrictedtoint(Mε),satisfiesthebarriercondition (since∂Misweaklymean-convex).CombinedwithSard’stheorem,this impliesthatforeachε∈(0,1),thereexistsasmoothminimizerΩε∈Cεfor thefunctionalµ;see[35,Proposition2.1]and[9,Proposition12]. Bytakingasequenceofpositivenumbersεk→0ask→∞,wethus obtainacorrespondingsequenceofsmoothminimizersΩkinCεforthe functionalsµ:=µ. Sinceeachboundary∂Ωkishomologoustothesurface∂M,wemayselect thehomologicallynontrivialcomponentsof∂Ωk,whoseunionwedenoteby Σk.Ontheotherhand,because∂Misconnected,Σkishomologousto∂M, andH2(M,∂M)=0,weobtainthatΣkisalsoconnected.Then,itfollows fromthesecondvariationformulaandtheGaussequationthat, ∫∫ |∇φ|≥(Ricg(Nk,Nk)+|Ak|+⟨∇(hε◦ϕ),N⟩)φ ∫ 1 2 ∫ 1∣Hk∣ 22 ∫ 13 +Rg+h+2h◦ϕφ, (∣∣) 22 ≥∣Ak−gk∣−RΣφ (())",9.9,269.63,358.66,768,118.31,162.63,476.97,432.25,FALSE,FALSE
15,5,BODY,ε,7,3.99,3.91,1,194.88,197.52,198.79,201.51,FALSE,FALSE
15,6,BODY,k,5,2.99,3.95,1,433.77,230.43,437.72,233.41,FALSE,FALSE
15,7,BODY,kεk,6.33,4.39,37.13,3,180.4,236.96,217.53,241.35,FALSE,FALSE
15,8,BODY,2,7,3.99,4.23,1,174.61,323.67,178.85,327.65,FALSE,FALSE
15,9,BODY,2,7,3.99,4.23,1,323.77,323.67,328,327.65,FALSE,FALSE
15,10,BODY,2,7,3.99,4.23,1,430.07,323.67,434.31,327.65,FALSE,FALSE
15,11,BODY,kk,6,4.25,44.14,2,369.6,329.95,413.74,334.2,FALSE,FALSE
15,12,BODY,ΣkΣk,6,4.39,84.56,4,139.32,338.06,223.88,342.46,FALSE,FALSE
15,13,BODY,22,7,3.99,32.26,2,317.5,354.05,349.76,358.03,FALSE,FALSE
15,14,BODY,2,7,3.99,4.23,1,457.29,354.05,461.52,358.03,FALSE,FALSE
15,15,BODY,"=(Rg−RΣ+|A|+H+2⟨∇(h◦ϕ),N⟩)φ",9.78,7.45,267.98,27,189.31,358.55,457.29,366,FALSE,FALSE
15,16,BODY,kkkεkk,6.33,5.12,161.22,6,279.74,360.19,440.95,365.31,FALSE,FALSE
15,17,BODY,Σk,6,4.39,10.07,2,223.48,368.45,233.54,372.84,FALSE,FALSE
15,18,BODY,2,7,3.99,4.23,1,303.81,379.54,308.04,383.53,FALSE,FALSE
15,19,BODY,2,7,3.99,4.23,1,354.99,384.43,359.23,388.41,FALSE,FALSE
15,20,BODY,k,5,2.99,3.95,1,336.27,392.03,340.22,395.02,FALSE,FALSE
15,21,BODY,Σk,6,4.39,10.07,2,223.48,398.83,233.54,403.22,FALSE,FALSE
15,22,BODY,2′2 εkεk,6.5,11.6,84.24,8,298.56,414.81,382.8,426.41,FALSE,FALSE
15,23,BODY,Σk,6,4.39,10.07,2,231.96,429.21,242.03,433.6,FALSE,FALSE
15,24,BODY,∞,7,5.44,8.47,1,192.61,440.36,201.08,445.81,FALSE,FALSE
15,25,BODY,"foreachφ∈C(Σk),whereNkistheoutwardunitnormaltoΣk,Akis thesecondfundamentalformofΣk,HkisthemeancurvatureofΣkwith respecttoNk,andRΣisthescalarcurvatureofΣwithrespecttothe inducedmetricgk.Aboveweusedthat",9.85,44.62,358.66,200,118.31,444.32,476.97,488.94,FALSE,FALSE
15,26,BODY,k,7,3.99,4.41,1,373.66,472,378.07,475.99,FALSE,FALSE
15,27,BODY,k,5,2.99,3.95,1,229.26,473.32,233.21,476.31,FALSE,FALSE
15,28,BODY,′′ kεkεk,6.4,11.6,138.94,8,231.57,496.16,370.52,507.75,FALSE,FALSE
15,29,BODY,"⟨∇(hε◦ϕ),Nk⟩≥−|h◦ϕ|=h◦ϕ,",9.75,7.45,187.67,24,203.8,500.66,391.47,508.11,FALSE,FALSE
15,30,BODY,′ εk,6.5,11.05,7.86,4,151.32,515,159.18,526.05,FALSE,FALSE
15,31,BODY,"sinceh<0andLipϕ<1. Bytakingthetestfunctionφ≡1,thefactthatRg≥2Λ+2|E|,andthe Gauss-Bonnettheoremimplythat ∫ 1 2 ∫",9.99,85.53,358.65,111,118.31,518.96,476.96,604.49,FALSE,FALSE
15,32,BODY,2,7,3.99,4.23,1,430.01,529.2,434.24,533.18,FALSE,FALSE
15,33,BODY,2πχ(Σk)≥(Rg−Cεk) 1 2,9.81,43.32,154.88,20,199.16,568.61,354.05,611.92,FALSE,FALSE
15,34,BODY,Σk,6,4.39,10.07,2,283.67,578.5,293.74,582.89,FALSE,FALSE
15,35,BODY,2,7,3.99,4.23,1,325.09,594.48,329.32,598.47,FALSE,FALSE
15,36,BODY,≥(Λ+|E|)−Cεk|Σk|.,9.65,7.45,146.62,17,249.5,598.99,396.11,606.44,FALSE,FALSE
15,37,BODY,Σk,6,4.39,10.07,2,274.01,608.88,284.07,613.27,FALSE,FALSE
15,38,BODY,2,7,3.99,4.23,1,345,620.95,349.23,624.94,FALSE,FALSE
15,39,BODY,"SinceweareassumingthefunctionΛ+|E|isuniformlypositive,say Λ+|E|≥δ>0,wehave",10,20.4,358.65,74,118.31,624.91,476.96,645.31,FALSE,FALSE
15,40,BODY,2,7,3.99,4.23,1,153.96,633.9,158.2,637.89,FALSE,FALSE
15,41,BODY,(),10,20.36,58.25,2,284.93,648.42,343.18,668.77,FALSE,FALSE
15,42,BODY,1 2,10,20.32,5.45,3,311.23,653.15,316.69,673.47,FALSE,FALSE
15,43,BODY,2πχ(Σk)≥δ−Cεk|Σk|.,9.5,7.45,135.26,18,230.01,660.53,365.27,667.98,FALSE,FALSE
16,0,BODY,16,7,3.99,8.47,2,118.31,103.14,126.78,107.12,FALSE,FALSE
16,1,BODY,T.CRUZANDA.MENDES,7,3.99,108.01,17,243.63,103.14,351.64,107.12,FALSE,FALSE
16,2,BODY,"Therefore,χ(Σk)>0,thatis,Σkistopologicallya2-sphereforksufficiently large.Inthiscase,",9.95,18.41,358.65,85,118.31,127.05,476.96,145.45,FALSE,FALSE
16,3,BODY,∫,10,20.36,6.06,1,237.12,147.65,243.19,168.01,FALSE,FALSE
16,4,BODY,1 2,10,20.32,5.45,3,317.77,155.12,323.22,175.44,FALSE,FALSE
16,5,BODY,2,7,3.99,4.23,1,294.26,157.99,298.5,161.98,FALSE,FALSE
16,6,BODY,4π≥(Λ+|E|)−Cεk|Σk| 16πQ(Σk)1 |Σk|2,9.58,46.94,165.61,34,196.65,162.5,362.26,209.44,FALSE,FALSE
16,7,BODY,Σk,6,4.39,10.07,2,243.18,172.39,253.25,176.78,FALSE,FALSE
16,8,BODY,22,7,3.99,39.07,2,295.81,183.17,334.88,187.15,FALSE,FALSE
16,9,BODY,≥Λ|Σk|+−Cεk|Σk|.,9.44,7.45,179.95,16,218.68,194.51,398.63,201.96,FALSE,FALSE
16,10,BODY,Thenweobtain,10,5.45,74.85,12,118.31,217.82,193.16,223.27,FALSE,FALSE
16,11,BODY,(),10,20.36,60.57,2,241.56,225.65,302.13,246.01,FALSE,FALSE
16,12,BODY,1 2,10,20.32,5.45,3,270.18,230.38,275.64,250.7,FALSE,FALSE
16,13,BODY,222,7,3.99,74.66,3,321.19,233.26,395.85,237.24,FALSE,FALSE
16,14,BODY,4π|Σk|≥Λ−Cεk|Σk|+16πQ(Σk).,9.54,7.45,203.48,26,195.9,237.76,399.38,245.21,FALSE,FALSE
16,15,BODY,"WenowanalyzetwocasesbasedonthecosmologicalconstantΛ: CaseΛ∈R\{0}.TakingksufficientlylargesothatΛ−Cε>0ifΛ>0, wehave",10,35.89,358.66,114,118.31,258.35,476.97,294.24,FALSE,FALSE
16,16,BODY,1 2k,7,12.04,23.5,4,389.66,271.54,413.17,283.58,FALSE,FALSE
16,17,BODY,() 4Λ−CεkQ(Σk)≤1,9.77,20.36,120.86,16,237.21,309.57,358.07,329.92,FALSE,FALSE
16,18,BODY,1 2 (,10,54.29,15.03,5,261.7,314.29,276.73,368.59,FALSE,FALSE
16,19,BODY,2,7,3.99,4.23,1,333.34,317.17,337.57,321.16,FALSE,FALSE
16,20,BODY,and,10,5.45,17.58,3,118.31,342.26,135.89,347.72,FALSE,FALSE
16,21,BODY,) |Σk|≥()1−1−4Λ−CεkQ(Σk).,9.8,35.13,256.5,25,169.39,348.23,425.89,383.36,FALSE,FALSE
16,22,BODY,√,10,20.36,10.91,1,288.52,350.4,299.43,370.76,FALSE,FALSE
16,23,BODY,2π(),10,20.36,153.67,4,226.31,354.77,379.99,375.13,FALSE,FALSE
16,24,BODY,12 2,7,12.04,63.56,4,350.77,359.32,414.33,371.36,FALSE,FALSE
16,25,BODY,1 2k,7,12.04,23.5,4,231.29,367.55,254.79,379.59,FALSE,FALSE
16,26,BODY,"Λ−Cε CaseΛ=0.Inthiscase,",10,26.91,132.08,24,118.31,371.84,250.39,398.75,FALSE,FALSE
16,27,BODY,1 8π,10,20.32,11.67,4,315.72,407.98,327.4,428.3,FALSE,FALSE
16,28,BODY,22,7,3.99,74.6,2,296.46,410.86,371.06,414.84,FALSE,FALSE
16,29,BODY,|Σk|≥4πQ(Σk)−Cεk|Σk|.,9.43,7.45,153.9,21,220.69,415.36,374.59,422.81,FALSE,FALSE
16,30,BODY,"Ineithercase,observethat",10,5.45,129.58,24,130.26,435.95,259.85,441.4,FALSE,FALSE
16,31,BODY,kk,7,3.99,52.13,2,280.27,449.13,332.41,453.12,FALSE,FALSE
16,32,BODY,|Σk|≤|∂Ωk|≤µ(Ωk)≤µ(M)=|∂M|.,9.67,7.45,195.09,27,200.09,453.64,395.18,461.09,FALSE,FALSE
16,33,BODY,k,7,3.99,4.41,1,366.39,469.08,370.8,473.07,FALSE,FALSE
16,34,BODY,"Hereweusedthathε≤0andthatΩkminimizesµ.Therefore,bytaking thelimitask→+∞,andusingthefactthatQ(Σk)=Q(∂M)foreachk, weobtaininequalities(1.5)and(1.6). Assumetheequalityholdsin(1.5)(resp.,(1.6)).WeclaimthatΣkmust havenonemptyintersectionwiththecompactsubsetK=ϕ([0,]).In fact,ifK∩Σk=∅,thenΣk⊂ϕ((,)),andrepeatingtheearlier argumentwouldyield",9.95,85.39,358.66,334,118.31,473.04,476.97,558.44,FALSE,FALSE
16,35,BODY,k,5,2.99,3.95,1,218.79,476.09,222.74,479.07,FALSE,FALSE
16,36,BODY,−11 6,7,12.04,34.32,5,413.35,520.76,447.67,532.8,FALSE,FALSE
16,37,BODY,−111 63εk,6.75,12.45,44.57,9,291.77,534.95,336.34,547.4,FALSE,FALSE
16,38,BODY,222,7,3.99,74.66,3,294.7,565.96,369.36,569.95,FALSE,FALSE
16,39,BODY,"4π|Σk|>Λ|Σk|+16πQ(Σk),",9.59,7.45,150.49,22,222.39,570.47,372.88,577.92,FALSE,FALSE
16,40,BODY,since,10,5.45,23.09,5,118.31,587.95,141.4,593.41,FALSE,FALSE
16,41,BODY,"[) h+2h=6εon,, 3 2",10,21.77,158.67,18,218.9,599.05,377.57,620.83,FALSE,FALSE
16,42,BODY,2′211 εkεkk63ε k,6.17,12.66,135.89,16,231.84,603.39,367.72,616.05,FALSE,FALSE
